eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
201205260001,2012,5,26,,0,,104,Kenya,11,Sub-Saharan Africa,North Eastern,Ifo,0.114247,40.313637,1.0,0,,"05/26/2012: Five assailants threw a hand grenade targeting non-Somali masons at the Horseed Primary School Construction Site in the Dadaab refugee complex, Ifo One, Garissa county, North Eastern province, Kenya. At least five masons were injured in the blast. This was one of two hand grenade attacks in the area at approximately the same time. No group claimed responsibility for the incident; however, sources suspected Al-Shabaab.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,12,NGO,61.0,Domestic NGO,African Development Emergency Organization,Horseed Primary School Construction Site,104.0,Kenya,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,"The specific motive is unknown; however, sources speculated that the attack may have been in response to Kenya's military intervention in Somalia.",1.0,,,0,-99.0,4.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The school construction site sustained damages.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""Eight Kenyans wounded in two grenade attacks,"" Agence France Presse, May 27, 2012.","""Dozens wounded in Nairobi 'terrorist' attack: Kenyan PM,"" Agence France Presse, May 28, 2012.","""REFILE-Double blasts wound five in north east Kenya,"" Reuters News, May 26, 2012.",START Primary Collection,1,1,0,1,"201205260001, 201205260002"
201502100019,2015,2,10,,0,,60,Egypt,10,Middle East & North Africa,Alexandria,Alexandria,31.255534,29.9832,1.0,0,The incident occurred in the Sidi Besher neighborhood,"02/10/2015: An explosive device detonated at a police station in Sidi Besher neighborhood, Alexandria city, Alexandria governorate, Egypt. No casualties were reported. This was one of five bombings targeting police stations in Alexandria on this date. No group claimed responsibility for the incidents; however, a source attributed the attacks to Muslim fundamentalists.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Egyptian National Police (ENP),Police Station,60.0,Egypt,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bombs wound 10 civilians in Egypt's Alexandria,"" Agence France Presse -- English, February 10, 2015.","""Australia: Egyptian police captain killed in Cairo bomb blast, jihadists claim responsibility,"" ABC Online, February 14, 2015.","""10 injured in Alexandria   blasts,"" Aswat Masriya, February 10, 2015.",START Primary Collection,-9,-9,0,-9,"201502100015, 201502100016, 201502100017, 201502100018, 201502100019"
200610040012,2006,10,4,,0,,186,Sri Lanka,6,South Asia,Eastern,Kommathurai,7.790833,81.5825,1.0,0,Explosives were on a push bicycle on the Bandaramulla-Chenkolladi road in the Kommathurei area.,"10/04/2006: 25 kg of explosives were found in the luggage of an unattended push bicycle on the Bandaramulla-Chenkolladi road in the Kommathurei area in Eravur, Sri Lanka. The explosives were in a milk collector's aluminum pot which was located among a number of curd bowls stacked around the pot. The explosives were concealed under a layer of milk. The explosives were likely set by unknown terrorists targeting the convoy of army and police vehicles that travel the Bandaramulla and Chenkolladi road. The explosives were recovered during a routine check by police. No injuries reported.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Sri Lankan Army,Convoy of army and police vehicles,186.0,Sri Lanka,3.0,Police,23.0,Police Patrol (including vehicles and convoys),Sri Lankan Police,convoy of army and police vehicles,186.0,Sri Lanka,,,,,,,,,Unknown,,,,,,Unknown terrorists were likely targeting the convoy of army and police vehicles that ravel the Bandaramulla and Chenkolladi road.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,"25 kg of explosives hidden in a milk collector's aluminum pot. There was a milk layer on the top of the aluminum pot, the explosives were concealed beneath.",0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,Police routinely check and clear the roads when convoys are coming.,"Chamikara, Weerasinghe, ""25 kgs of explosives found on push bicycle,"" Daily News, October 6, 2006.",,,UMD Sri Lanka 2011,-9,-9,0,-9,
201511200051,2015,11,20,,0,,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Supreme,-0.364969,29.20141,2.0,0,The incident occurred 18 kilometers west of Aveba,"11/20/2015: Assailants raped women in Supreme locality, North Kivu province, Democratic Republic of the Congo. This was one of two related attacks in this area on this date. Three women were assaulted across both attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Patriotic Resistance Front in Ituri (FRPI).",1,1,1,0.0,,,1.0,1,0,5,Hostage Taking (Barricade Incident),,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,229.0,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,Patriotic Resistance Front in Ituri (FRPI),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,1.0,1.0,0.0,-99.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,Casualty numbers for this attack represent a division of a cumulative total of wounded across incidents 201511200050 and 201511200051.,"""Report Says MONUSCO Force, FARDC Cooperate to Fight Armed Groups in DRC,"" Le Potentiel Online, November 26, 2015.",,,START Primary Collection,0,0,0,0,"201511200050, 201511200051"
198603260035,1986,3,26,,0,,43,Chile,3,South America,Bio Bio,Concepcion,-36.816006,-73.037659,1.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,,"bank, power stations, supermarkets, buses, public offices and*",43.0,Chile,,,,,,,,,,,,,,,,,Manuel Rodriguez Patriotic Front (FPMR),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,8.0,Incendiary,,,,,,,,,,,Explosive; Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"198603260035, 198603260001, 198603260002, 198603260003, 198603260004, 198603260005, 198603260006, 198603260007, 198603260008, 198603260009, 198603260010, 198603260011, 198603260012, 198603260013, 198603260014, 198603260034, 198603260036, 198603260037, 198603260038, 198603260039, 198603260040, 198603260041, 198603260042, 198603260043, 198603260044, 198603260045, 198603260046, 198603260047, 198603260048, 198603260049, 198603260050, 198603260051, 198603260052, 198603260053, 198603260054, 198603260055, 198603260056, 198603260057, 198603260058, 198603260059"
200911030007,2009,11,3,,0,,153,Pakistan,6,South Asia,Punjab,Rawalpindi,33.594013,73.069077,1.0,0,,"11/03/2009: On Tuesday, in Rawalpindi, Punjab, Pakistan, a suicide bomber detonated an improvised explosive device targeting a vehicle driven by an intelligence officer, wounding the intelligence officer and damaging the vehicle. The suicide bomber was riding a motorbike and reached the spot after chasing the vehicle of the intelligence agency officer. The suicide bomber stopped the motorbike and immediately blew himself up, which injured the major of an intelligence agency. The injured major has been admitted at Combined Military Hospital [centimetersH] for treatment. No group claimed responsibility.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),20.0,Intelligence,Pakistani Intelligence,An intelligence major,153.0,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A suicide vehicle-borne improvised explosive device was used in the attack.,1.0,0.0,1.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The vehicle was damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, One Government Employee Wounded in Suicide IED Attack in Rawalpindi, Punjab, Pakistan,"" Worldwide Incidents Tracking System, April 13, 2009.","BBC Monitoring South Asia, Suicide Bomber Targets Intelligence Agency Officer in Pakistan's Rawalpindi, LexisNexis Academic, BBC Monitoring South Asia, November 4, 2009.",,ISVG,-9,-9,0,-9,
201005300013,2010,5,30,,0,,45,Colombia,3,South America,Valle del Cauca,Cali,3.429344,-76.516037,1.0,0,"The explosives were found on a field Puente del Río Bolo, Pradera, Cali, Valle del Cauca, Colombia.","05/30/2010: On Sunday, in Puente del Río Bolo, Pradera, Cali, Colombia, during a search and control operation Engineers Battalion of Coronel Agustín Codazzi, found and neutralized 70 anti-personnel mines composed of shrapnel explosives, nails, staples and screws. No group claimed responsibility but it is suspected the Gabriel Galvíz Front of the Revolutionary Armed Forces of Colombia (FARC) installed the explosives with the intent to disrupt the voters from the elections.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians participating in the elections,45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),Gabriel Galvis Column,,,,,The specific motive for the attack is unknown.,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,Seventy anti personnel mines were intended for the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,The summary of this incident was based articles originally written in Spanish.,"Colombian National Army, ""Troops Neutralize 70 Explosive Devices,"" http://www.ejercito.mil.co/?idcategoria=248230 (May 31, 2010).","Van Guardia, ""Attacks Against Santos in Cali Stopped,"" http://www.vanguardia.com/presidente2010/partido-social-de-unidad-nacional/frustran-atentado-contra-sede-de-santos-en-cali (May 30, 2010).",,ISVG,0,0,0,0,
201104080014,2011,4,8,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1.0,0,Rehman Baba Colony,"04/08/2011: On Friday morning, in front of the police headquarters in the Rehman Baba Colony in Shoba Bazaar area of Peshawar, Khyber Pakhtunkhwa, Pakistan, unknown militants remotely detonated an improvised explosive device wounding a local police chief, Abdul Satar, and another police officer, Husnain. The attack caused an unknown amount of property damage and no group has claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Peshawar Law Enforcement,A police chief,153.0,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,12.0,Remote Trigger,,,,,,,,,,,,,A remote controlled explosive device was used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to police headquarters.,0.0,,,,,,,,,,,,,,,,,"Janes Intelligence, IED Attack Wounds Local Police Chief in Pakistan's Peshawar, Terrorism Watch Report, Daily Times, April 11, 2011.","Tang Danlu, Blast Injures Policemen in NW Pakistan, Xinhua News Agency, April 8, 2011, http://news.xinhuanet.com/english2010/world/2011-04/08/c_13819142.htm.","South Asia Terrorism Portal, ""SHO and His Security Guard Injured in Bomb Blast in Peshawar,"" Daily Times, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2011%2F4%2F09#1 (April 19 2011).",ISVG,-9,-9,0,-9,
199109080001,1991,9,8,,0,,5,Albania,9,Eastern Europe,Tropoje,Bajram Curri,42.357222,20.073056,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Socialist Party,Headquarters,5.0,Albania,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
200006060010,2000,6,6,,0,,141,Nepal,6,South Asia,Mid-Western,Jajarkot disrict,28.86515,82.171363,3.0,0,,"06/06/2000: Maoist rebels killed ten policemen in an attack on a police post in the village of Theme, Jajarkot District, Nepal.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",The Nepalese police forces,A police headquarter,141.0,Nepal,14.0,Private Citizens & Property,75.0,Village/City/Town/Suburb,The Nepalese population,A Nepalese village,141.0,Nepal,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,,-9.0,,,,,,,,,-9.0,5,Firearms,5.0,Unknown Gun Type,6.0,Explosives,7.0,Grenade,,,,,,,,,,17.0,0.0,,,0.0,,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""10 policemen killed in village attack,"" United Press International, June 06, 2000.","""Ten killed in clash with Maoist rebels,"" Agence France Presse, June 06, 2000.",,CETIS,-9,-9,0,-9,
201708090036,2017,8,9,,0,,60,Egypt,10,Middle East & North Africa,North Sinai,Husseini,31.095022,33.660885,2.0,0,The incident occurred west of Arish.,"08/09/2017: Assailants set up a roadblock and stopped Nasr Salines Company vehicles in Husseini, North Sinai, Egypt. At least two employees were abducted and subsequently beheaded a short time later. No group claimed responsibility; however, sources attributed the attack to the Sinai Province of the Islamic State.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,5.0,Industrial/Textiles/Factory,Nasr Salines Company,Employees,60.0,Egypt,,,,,,,,,,,,,,,,,Sinai Province of the Islamic State,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,0.0,-99.0,,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"""18 security forces killed and 6 injured in deadly Sinai attack,"" Mada Masr, September 11, 2017.","""Revision: Terrorism: Roundup of Official ISIS Messages for 10 August,"" Summary, August 10, 2017.",,START Primary Collection,0,0,0,0,
198509030003,1985,9,3,,0,,61,El Salvador,2,Central America & Caribbean,San Vicente,San Vicente,13.64121,-88.785423,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,,Military Unit,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,,,,,,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
201510020035,2015,10,2,,0,,113,Libya,10,Middle East & North Africa,Benghazi,Benghazi,32.069286,20.151144,1.0,0,,"10/02/2015: Assailants opened fire on Hassuna Al-Atawish Al-Maghrebi's vehicle in Benghazi city, Benghazi district, Libya. Al-Maghrebi, a military commander, and his friend, a General Electricity Company of Libya (GEOCOL) worker, were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Shura Council of Ajdabiya Revolutionaries.",1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Libya,302nd Brigade Commander: Al-Atawish Al-Maghrebi,113.0,Libya,2.0,Government (General),18.0,"Government Personnel (excluding police, military)",General Electricity Company of Libya (GEOCOL),Employee: Ahmed Badr Mansour Al-Zwai,113.0,Libya,,,,,,,,,Shura Council of Ajdabiya Revolutionaries,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Libya security digest Arab Media October 5, 2015,"" Libya Digest, October 5, 2015.",,,START Primary Collection,0,0,0,0,
199103070005,1991,3,7,,0,,61,El Salvador,2,Central America & Caribbean,Morazan,Sociedad,13.697393,-88.007249,1.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Govt,Town of Sociedad,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197604240001,1976,4,24,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Hilltown,54.19404,-6.144144,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,69.0,Religion Identified,,"James Byrne, 63, Catholic",233.0,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Car bomb,1.0,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
201011020005,2010,11,2,,0,,228,Yemen,10,Middle East & North Africa,Shabwah,Unknown,14.719504,46.868266,4.0,0,,"11/02/2010: On Tuesday, in an unknown city, Shabwah, Yemen, Al Qaeda militants detonated two improvised explosive devices under a South Korean owned oil pipeline. The blast caused a leak in the 204 kilometer pipeline owned by the Korea National Oil Corporation. No casualties were reported. Al Qaeda in the Arabian Peninsula claimed responsibility for the bombing.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,108.0,Oil,,An oil pipeline in Yemen,184.0,South Korea,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the oil pipeline.,0.0,,,,,,,,,,,,,,,,,"Xinhua News Agency, ""Huge Explosion Hits Yemeni-S Korean Pipeline in South Yemen,"" Xinhua News Agency, November 02, 2010, http://news.xinhuanet.com/english2010/world/2010-11/02/c_13587839.htm.","Reuters, ""Yemen Investigating Pipeline Blast-Oil Min,"" Reuters, November 02, 2010, http://www.alertnet.org/thenews/newsdesk/LDE6A20MJ.htm.","Jane's Intelligence, ""Suspected AQAP Militants Attack Pipeline in Yemen's Shabwah,"" Terrorism Watch Report, BBC, November 03, 2010.",ISVG,0,1,1,1,
198910050010,1989,10,5,,0,,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,Chilelectric,high tension power pylon,43.0,Chile,,,,,,,,,,,,,,,,,Manuel Rodriguez Patriotic Front (FPMR),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),50000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"198910050010, 198910050005, 198910050006, 198910050007, 198910050008, 198910050009"
201601190044,2016,1,19,,0,,4,Afghanistan,6,South Asia,Faryab,Kunjak,35.701718,63.843238,2.0,0,The incident occurred along the Ghormach-Qaisar highway.,"01/19/2016: Assailants attacked an Afghan National Army (ANA) convoy on Ghormach-Qaisar highway in Kunjak locality, Faryab province, Afghanistan. Fourteen assailants were killed and a soldier and 12 assailants were injured in the ensuing clash. The Taliban claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Afghan National Army (ANA),Convoy,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,26.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",13.0,Unknown,,,,,,,,,,,A rocket was used in the attack.,14.0,0.0,14.0,13.0,0.0,12.0,1,3.0,Minor (likely < $1 million),-99.0,A truck and a crane were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Afghanistan: Faryab Clash Leaves 14 Rebels Killed,"" Pajhwok Afghan News, January 20, 2016.",,,START Primary Collection,0,0,0,0,
200502240003,2005,2,24,,0,,213,Uganda,11,Sub-Saharan Africa,Northern,Kitgum district,3.288485,32.87895,3.0,0,,02/24/2005: Lord's Resistance Army (LRA) members attacked and mutilated eight women in Ugandas Kitgum (District). The women left a camp they were living in to get water from a nearby well when LRA members accosted them and proceeded to cut off their lips.,1,1,1,0.0,,,1.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Unknown,Unknown,213.0,Uganda,,,,,,,,,,,,,,,,,Lord's Resistance Army (LRA),,,,,,Unknown,0.0,,,0,,,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,,0.0,0.0,,8.0,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,"This was one of four related incidents (cf. 200502240005, 200502240006, 200502240007).","""Nearly 30 Killed or Mutilated as LRA Steps Up Attacks in Uganda,"" Agence France Presse, February 25, 2005.",,,CETIS,0,0,0,0,"200502240003, 200502240005, 200502240006, 200502240007"
201401280015,2014,1,28,,0,,60,Egypt,10,Middle East & North Africa,Giza,Sixth of October,29.997915,30.963032,1.0,0,,"01/28/2014: Two assailants in a vehicle opened fire on the Church of the Virgin Mary in Sixth of October city, Giza governorate, Egypt. At least one police officer, identified as Sergeant Mohamed Taha Sayed, was killed and another officer was injured in the assault. No group claimed responsibility; however, sources attributed the attack to the Muslim Brotherhood.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Church of the Virgin Mary,Church,60.0,Egypt,,,,,,,,,,,,,,,,,Muslim Brotherhood,,,,,,"The specific motive is unknown; however, sources speculated that the attack, which targeted a church, was part of a larger trend of sectarian violence between Egypt's Christian minority and Muslim majority communities.",0.0,,,0,2.0,2.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,-9,,,,It is unknown if a church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Militant killed in attack against police checkpoint in Egypt,"" Xinhua News Agency, January 31, 2014.","""One police sergeant killed in shooting at church,"" Daily Star Egypt, January 28, 2014.","""Urgent:   Militants attack   church near Egyptian capital, officer killed,"" Xinhua General News Service, January 28, 2014.",START Primary Collection,0,1,0,1,
201409150051,2014,9,15,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Jaara,33.16715,44.554901,2.0,0,,"09/15/2014: An explosive device detonated near a Sahwa Council vehicle in Jaara area, Diyala governorate, Iraq. At least one Sahwa member was killed in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Sahwa Council,Patrol,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Bombings kill 8 people in Iraq,"" The Associated Press, September 15, 2014.","""Bombings kill 8 people in Iraq,"" Ynet News, September 15, 2014.","""Iraq: Roundup of Security Incidents 09-15 September 2014,"" OSC Summary, September 16, 2014.",START Primary Collection,-9,-9,0,-9,
201201030020,2012,1,1,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1.0,0,The incident occurred in the borough of Queens.,"01/01/2012: An assailant threw three incendiary devices at the Imam Al-Khoei Foundation in Queens, New York City, United States. The devices caused minimal damage to the building. This was one of four arson attacks in Queens on this date. Ray Lazier Lengend was arrested and claimed responsibility for the series of incidents. Sources provide conflicting reports regarding whether they were personally or ideologically motivated.",0,1,1,1.0,2.0,Other Crime Type,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,Imam Al-Khoei Foundation,Islamic Center,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, police were investigating the series of four attacks in New York City as hate crimes.",0.0,,,1,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The Imam Al-Khoei Foundation was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources noted that the assailant claimed that he carried out the attacks for personal rather than political reasons.,"""Security beefed up in NY after mosque attacks,"" Daily the Pak Banker, January 4, 2012.","""Security beefed up in NY after mosque attacks,"" Daily The Pak Banker, January 4, 2012.","""Authorities probe fire attacks on 4 NYC sites,"" Daily the Pak Banker, January 3, 2012.",START Primary Collection,-9,-9,0,-9,"201201030019, 201201030020, 201201030021, 201201030022"
199108210006,1991,8,21,,0,,61,El Salvador,2,Central America & Caribbean,San Vicente,San Vicente,13.64121,-88.785423,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,military,"unit, engineers battalion",61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0.0,,,22.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
