eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
201502080042,2015,2,8,,0,,4,Afghanistan,6,South Asia,Kunar,Sao,35.177379,71.476303,1.0,1,The incident occurred in Sawo Khwar area near the city.,"02/08/2015: Assailants attacked a civilian in Sao area, Kunar province, Afghanistan. The civilian was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,1,1,0.0,,,0.0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,"The specific motive is unknown; however, sources posited that the Taliban targeted the victim because they believed he was working with security personnel.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Five soldiers, several civilians killed in separate incidents in Afghan east,"" Afghan Islamic Press, February 9, 2015.",,,START Primary Collection,0,0,0,0,
198910010002,1989,10,1,,0,,159,Peru,3,South America,La Libertad,Huamachuco,-7.815617,-78.048885,1.0,0,,,1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Government,Acting Mayor Guillermo Espinoza,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,1.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199501130001,1995,1,13,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0,,,1,1,1,-9.0,,,0.0,0,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,unknown,Businessman Haroon Dadabhoy,153.0,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,6.0,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm - AK-47,6.0,,,0.0,,,0,,,,,1.0,1.0,0.0,,,,Pakistan,1.0,630000.0,,,,,5.0,Successful Rescue,6.0,,,,,PGIS,-9,-9,0,-9,
198705220001,1987,5,22,,0,,145,Nicaragua,2,Central America & Caribbean,South Caribbean Coast Autonomous Region,Presillas,,,5.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,High Tension line tower,145.0,Nicaragua,,,,,,,,,,,,,,,,,Nicaraguan Democratic Force (FDN),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,4.0,,4.0,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199009020001,1990,9,2,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng,Johannesburg,-26.184113,28.033232,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Beeld Newspaper,Beeld Newspaper offices,183.0,South Africa,,,,,,,,,,,,,,,,,Orde Boerevoik,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
200805070009,2008,5,7,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,,"05/07/2008: On Wednesday in Mogadishu, Banaadir, Somalia, a roadside bomb targeted at the commander of the Dharkinley police exploded, killing two officers and two civilians.  A conflicting reports states that three troops were killed and six people wounded.  The commander, Mr. Yare, was not harmed in the attack. No group claimed responsibility.",1,1,1,0.0,,,0.0,0,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Dharkeinley Law Enforcement,"Mr. Yare, Commander of the Dharkeinley police.",334.0,Asian,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A roadside improvised explosive device was used in the attack.,3.0,0.0,0.0,6.0,0.0,0.0,-9,4.0,Unknown,,It Is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"All Africa, ""Young Girl, 2 Police Officers Killed in Roadside Blast"", allafrica.com, May 7, 2008.","Agence France Presse, ""Roadside Bomb Kills Three Somali Troops"", LexisNexis Academic, Agence France Presse, May 7, 2008.",,ISVG,-9,-9,1,1,
199610250006,1996,10,25,,0,,61,El Salvador,2,Central America & Caribbean,Cabanas,El Tempisque,13.866667,-88.633333,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Unk.,Residents of Salazar Flores Family,61.0,El Salvador,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,M-16,4.0,,,3.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199710300001,1997,10,30,,0,,92,India,6,South Asia,Unknown,Phaizol Kuki,,,5.0,0,,,1,0,1,1.0,3.0,Intra/Inter-group Conflict,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Kuki tribe,village,92.0,India,,,,,,,,,,,,,,,,,Naga People,Tribesman,,,,,,0.0,,,0,30.0,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearm,3.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
200710210008,2007,10,21,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.083988,45.395178,1.0,0,The incident occurred in the Suuqa Xoolaha neighborhood of Mogadishu.,"10/21/2007: In the Suuqa Xoolaha neighborhood of Mogadishu, Somalia, assailants armed with rocket-propelled grenades (RPGs) and firearms attacked an Ethiopian military convoy.  A heavy gun battle ensued resulting in the death of six civillans and three soldiers.  Several other soldiers were wounded and several vehicles sustained damages,  The Mujahideen Youth Movement (MYM) claimed responsibility.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,4,Military,29.0,Military Unit/Patrol/Convoy,Unknown,Ethiopian military convoy,65.0,Ethiopia,,,,,,,,,,,,,,,,,Mujahideen Youth Movement (MYM),,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,6.0,Other Gun Type,,,,,,,,,,9.0,0.0,,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Several vehicle were damaged by RPG fire during the gun battle.,0.0,,,,,,,,,,,,,,,,,"National Counter Terrorism Center, 2007 Report on Terrorism",,,CETIS,0,1,1,1,
199206260005,1992,6,26,,0,,36,Cambodia,5,Southeast Asia,Unknown,Unknown,,,5.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations,helicopter,422.0,International,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
197402210001,1974,2,21,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,8.0,Hotel/Resort,Spa Inn,"Hugh Devlin, Catholic",233.0,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Freedom Fighters (UFF),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Bomb,1.0,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,CAIN,0,0,1,1,
201212130014,2012,12,13,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,1.0,1,,"12/13/2012: Assailants opened fire on a police checkpoint Nuaimiya area, Fallujah city, Al Anbar governorate, Iraq. Two police officers were killed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,24.0,Police Checkpoint,Iraqi Police Service (IPS),Checkpoint,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Xinhua: Separate Attacks in Iraq Kill 11,"" Xinhua, December 13, 2012.",,,START Primary Collection,-9,-9,0,-9,
201504090002,2015,4,9,,0,,4,Afghanistan,6,South Asia,Khost,Khost,33.335258,69.928467,1.0,0,,"04/09/2015: An explosive device planted on a bicycle detonated in front of Wakil Medical Store in Khost city, Khost province, Afghanistan. At least ten people were injured in the blast. No group claimed responsibility for the attack.",0,1,1,1.0,2.0,Other Crime Type,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,6.0,Medical/Pharmaceutical,Wakil Medical Store,Medical Store,4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An explosives-laden bicycle was used in the attack.,0.0,0.0,0.0,10.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A medical store and an unknown number of shops were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. There is doubt that this incident meets terrorism-related criteria. Authorities suspected that the attack may have been the result of personal enmity.","""Taliban Attack in Northern Afghanistan Leaves at Least 10 Dead,"" New York Times, April 9, 2015.","""Gunmen storm provincial attorney office in N. Afghanistan, 4 killed,"" Xinhua News Agency, April 9, 2015.","""Gunmen Storm Prosecutor's Office In Northern Afghanistan,"" Radio Free Europe, April 9, 2015.",START Primary Collection,-9,-9,0,-9,
200810190049,2008,10,19,,0,,205,Thailand,5,Southeast Asia,Yala,Yala,6.545499,101.2799,1.0,0,The attack took place in Yala.,"10/19/2008: On Sunday, in Yala province, Thailand, a 60-year-old rubber tapper was killed in a drive-by shooting as he returned from a local market. No damage or motive were reported. No group claimed responsibility.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,,A rubber tapper,205.0,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Straits Times, ""Boy, Man Killed in Thai South,"" Straits Times, October 19, 2008, http://www.straitstimes.com/Breaking%2BNews/SE%2BAsia/Story/STIStory_292386.html.",,,ISVG,-9,-9,0,-9,
201604110032,2016,4,11,,0,,92,India,6,South Asia,Odisha,Gourapali,21.20608,83.565896,1.0,0,The incident occurred in the village in Bargarh district,"04/11/2016: Assailants set fire to a kendu leaf godown in Gourapali, Odisha, India. There were no reported casualties in the attack. Maoists claimed responsibility for the incident and threatened local officials involved in corruption in construction projects.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5.0,Industrial/Textiles/Factory,Unknown,Kendu Leaf Godown,92.0,India,,,,,,,,,,,,,,,,,Maoists,,,,,,Maoists claimed responsibility for the incident and threatened local officials involved in corruption in construction projects.,0.0,,,0,-99.0,0.0,1.0,5.0,Note left at scene,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A kendu leaf godown was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Maoists set ablaze kendu leaf godown in Odisha,"" OdishaSunTimes.com, April 11, 2016.","""Maoists torch kendu left godown in Bargarh,"" Odisha Television, April 11, 2016.",,START Primary Collection,-9,-9,0,-9,
198110150004,1981,10,15,,1,10/19/1981,45,Colombia,3,South America,Tolima,Fresno,5.15203,-75.03656,1.0,0,,,1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,9.0,Farm/Ranch,own ranch,"Aliro Nino, rancher",45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,,1.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,,,0.0,,,0,,,,,1.0,1.0,0.0,,,,Colombia,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),1.0,,,,,PGIS,0,0,0,0,
201405130001,2014,5,13,,0,,228,Yemen,10,Middle East & North Africa,Sanaa,Qudum,15.186607,44.156904,1.0,0,,"05/13/2014: Assailants hijacked four oil tankers in Al-Qudum area, Sanaa governorate, Yemen. There were no reported casualties and the tankers were recovered on May 22, 2014. No group claimed responsibility for the incident; however, a source attributed the attack to tribesmen.",1,1,1,0.0,,,0.0,1,0,4,Hijacking,,,,,1,Business,1.0,Gas/Oil/Electric,Unknown,Oil Tankers,228.0,Yemen,,,,,,,,,,,,,,,,,Tribesmen,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Four oil tankers were stolen in this attack.,0.0,,,,,,,,,,,,,,,,,"""Yemen: Roundup of Security Incidents 23 May 2014,"" OSC Summary, May 22, 2014.","""Yemen: Roundup of Security Incidents 14 May 2014,"" OSC Summary, May 13, 2014.",,START Primary Collection,-9,-9,0,-9,
201605250054,2016,5,25,,0,,4,Afghanistan,6,South Asia,Kapisa,Mahmud Raqi,35.015114,69.348755,1.0,0,,"05/25/2016: An explosive device detonated at a teacher training center in Mahmudi Raqi, Kapisa, Afghanistan. At least six people were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,Unknown,Teacher Training Center,4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Afghanistan: Six Injured in Bomb Blast at Teaching Training Center in Kapisa,"" Pajhwok Afghan News, May 25, 2016.",,,START Primary Collection,-9,-9,0,-9,
201504250092,2015,4,25,2015-04-25 00:00:00,0,,92,India,6,South Asia,Kerala,Vellamunda,11.733918,75.937321,1.0,0,,"04/25/2015: Assailants attacked A.B. Pramod at his residence in Vellamunda, Kerala, India. Pramod, a police officer, was unharmed and there were no other reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",1,1,1,0.0,,,0.0,0,0,2,Armed Assault,7.0,Facility/Infrastructure Attack,,,3,Police,25.0,Police Security Forces/Officers,Indian Police Service (IPS),Residence of Officer: A.B. Pramod,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,"The specific motive is unknown; however, sources noted that the assailants demanded that A.B. Pramod leave his job.",0.0,,,0,4.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),448.04,A motorcycle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""NIA to probe Maoist attack on policeman,"" The Hindu, January 6, 2016.","""Six people abducted in Balochistan,"" South Asian Terrorism Portal, January 7, 2016.",,START Primary Collection,0,0,0,0,
197911020001,1979,11,2,,0,,403,Rhodesia,11,Sub-Saharan Africa,Manicaland,Umtali,-18.966075,32.635359,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,,wool shop (asian owned),403.0,Rhodesia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,12.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199611120002,1996,11,12,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.147011,1.0,0,,,1,1,1,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Taliban,Armored Personnel Carrier,4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
201607040025,2016,7,4,,0,,205,Thailand,5,Southeast Asia,Narathiwat,Phraiwan,6.28999,101.957871,1.0,0,,"07/04/2016: Assailants opened fire on Buddhist civilians in Moo 5, Praiwan subdistrict, Narathiwat, Thailand. At least one person was killed and another person was injured in the assault. This was one of two attacks carried out by the same assailants in Moo 5 on this date. No group claimed responsibility for the incidents.",1,1,1,0.0,,,1.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,"Buddhist Civilians: Chawee Kaewmung, Mallika Oonpha",205.0,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Thailand: One Thai Buddhist shot dead in Narathiwat,"" The Nation Online, July 4, 2016.",,,START Primary Collection,-9,-9,0,-9,"201607040025, 201607040026"
201512250022,2015,12,25,,0,,92,India,6,South Asia,Odisha,Kudumulgumma Raba,18.343586,81.882528,2.0,0,,"12/25/2015: Assailants attacked Sahdev Badanayak in Kudumulgumma Raba village, Odisha state, India. Badanayak, the a brother of a former village head, was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Kudumulgumma Raba,Brother of Former Village Head: Sahdev Badanayak,92.0,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),Malkangiri-Vishaka-Koraput Border Division,,,,,"The specific motive is unknown; however, sources posited that the Communist Party of India - Maoist (CPI-Maoist) targeted Sahdev Badanayak because the group believed he was a police informant.",0.0,,,0,10.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,9.0,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,"Light machine guns, AK-47s, and a sharp object were used in the attack.",1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,-99.0,,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Maoists strike to Kill two,"" New India Express, December 27, 2015.","""Maoists kill two tribals in Odisha,"" The Times of India (TOI), December 27, 2015.","""Maoists strike to Kill two,"" New Indian Express, December 26, 2015.",START Primary Collection,0,0,0,0,
199108090023,1991,8,9,,0,,186,Sri Lanka,6,South Asia,Unknown,Mawadipalliya,,,5.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Govt,Village of Mawadipalliya,186.0,Sri Lanka,,,,,,,,,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,,0.0,,,0,25.0,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,7.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199201090004,1992,1,9,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Moira,54.479875,-6.228448,1.0,0,,,1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,15,Religious Figures/Institutions,,,,Catholic male and chip van owner Philip Campbell,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Freedom Fighters (UFF),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,1.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,1,1,
198803270012,1988,3,27,,0,,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal,Pietermaritzburg,-29.658879,30.855026,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,,SAP/SADF personnel,183.0,South Africa,,,,,,,,,,,,,,,,,African National Congress (South Africa),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,Limpet mine,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,UMD South Africa,0,0,0,0,
198501140002,1985,1,14,,0,,186,Sri Lanka,6,South Asia,Northern,Jaffna,9.666399,80.020477,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,104.0,Highway/Road/Toll/Traffic Signal,Puttut-Thonasmannar,,186.0,Sri Lanka,,,,,,,,,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,"Damages: explosion, damaged facility",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
201603180016,2016,3,18,,0,,160,Philippines,5,Southeast Asia,Maguindanao,Datu Salibo district,7.015484,124.50523,3.0,0,,"03/18/2016: Assailants attacked a military detachment in Datu Salibo, Maguindanao, Philippines. At least five assailants were injured in the ensuing clash. This was one of two attacks carried out by the same assailants on the same night. No group claimed responsibility for the incident; however, sources attributed the attack to the Bangsamoro Islamic Freedom Movement (BIFM).",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,2,Armed Assault,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Philippine Army (PA),Detachment,160.0,Philippines,,,,,,,,,,,,,,,,,Bangsamoro Islamic Freedom Movement (BIFM),,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been carried out to hinder military operations against the group in Datu Salibo.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,Rifle grenades and assault rifles were used in the attack.,0.0,0.0,0.0,5.0,0.0,5.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""BIFF attacks detachments  in Maguindanao, Cotabato,"" Manila Bulletin, March 19, 2016.","""Army, BIFF clash in Maguindanao; 5 rebels hurt,"" Philippines News Agency, March 19, 2016.",,START Primary Collection,0,0,0,0,"201603180015, 201603180016"
201611050063,2016,11,5,,0,,147,Nigeria,11,Sub-Saharan Africa,Kogi,Lokoja,7.78811,6.729729,1.0,0,The incident occurred in Lokoja district.,"11/05/2016: Assailants shot and killed the chair of Miyetti Allah Cattle Breeders Association of Nigeria (MACBAN) in Lokoja, Kogi, Nigeria. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,14,Private Citizens & Property,82.0,Labor Union Related,Miyetti Allah Cattle Breeders Association of Nigeria (MACBAN),State Chair: Alhaji Abubakar Ibrahim Jalido,147.0,Nigeria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,8.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Bello condemns killing of Fulani leader,"" Weekly Trust, November 5, 2016.",,,START Primary Collection,-9,-9,0,-9,
199008250001,1990,8,25,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,4.0,Multinational Corporation,,Toyota Bel Air Car Park,160.0,Philippines,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
